Date,Hour,Light (kWh),Fan (kWh),AC (kWh),Lift (kWh),Computers (kWh),Other (kWh)
2024-01-01,0,2.1999999999999997,0.4,0.0,0.01,1.38,0.21000000000000002
2024-01-01,1,2.7,0.29000000000000004,0.0,0.01,2.4,0.44499999999999995
2024-01-01,2,4.9,0.71,0.0,0.01,2.76,0.495
2024-01-01,3,4.2,0.54,0.0,0.01,2.5799999999999996,0.22999999999999998
2024-01-01,4,2.1999999999999997,0.61,0.0,0.01,2.82,0.48
2024-01-01,5,2.5,0.45999999999999996,0.0,0.01,1.98,0.21999999999999997
2024-01-01,6,4.9,0.7000000000000001,0.0,0.01,4.74,0.37
2024-01-01,7,2.3,0.7000000000000001,0.0,0.01,1.7999999999999998,0.46499999999999997
2024-01-01,8,3.4000000000000004,0.38,0.0,0.01,2.76,0.385
2024-01-01,9,29.099999999999998,1.35,10.549999999999999,1.784,87.48,1.845
2024-01-01,10,12.0,1.1600000000000001,4.9,1.776,69.11999999999999,0.625
2024-01-01,11,22.2,1.25,5.03,0.556,53.4,0.7000000000000001
2024-01-01,12,24.7,1.28,19.53,0.008,79.32000000000001,1.08
2024-01-01,13,27.500000000000004,1.9700000000000002,14.58,1.738,57.78,1.11
2024-01-01,14,15.6,1.6300000000000001,13.55,1.532,51.72,1.2
2024-01-01,15,18.8,1.35,10.920000000000002,1.434,72.72,2.085
2024-01-01,16,14.899999999999999,1.46,10.600000000000001,0.072,74.52,1.1749999999999998
2024-01-01,17,23.599999999999998,1.59,8.34,0.468,57.66,2.18
2024-01-01,18,29.4,1.1300000000000001,4.14,1.704,74.22,2.175
2024-01-01,19,2.3,0.53,0.0,0.01,1.2,0.18
2024-01-01,20,1.7000000000000002,0.44999999999999996,0.0,0.01,4.319999999999999,0.38
2024-01-01,21,3.2,0.7000000000000001,0.0,0.01,4.38,0.4
2024-01-01,22,1.2,0.43999999999999995,0.0,0.01,1.38,0.24
2024-01-01,23,4.1000000000000005,0.5,0.0,0.01,4.4399999999999995,0.495
2024-01-02,0,1.0999999999999999,0.26,0.0,0.01,4.08,0.31
2024-01-02,1,4.6,0.6,0.0,0.01,5.22,0.15
2024-01-02,2,4.8,0.5800000000000001,0.0,0.01,3.66,0.31
2024-01-02,3,2.3,0.73,0.0,0.01,1.98,0.21000000000000002
2024-01-02,4,3.3000000000000003,0.21999999999999997,0.0,0.01,1.5,0.21000000000000002
2024-01-02,5,1.9,0.72,0.0,0.01,4.62,0.17
2024-01-02,6,3.8,0.72,0.0,0.01,4.56,0.2
2024-01-02,7,4.3,0.32,0.0,0.01,2.5799999999999996,0.125
2024-01-02,8,2.1,0.5,0.0,0.01,1.44,0.10999999999999999
2024-01-02,9,22.400000000000002,1.6800000000000002,9.23,1.958,56.1,2.385
2024-01-02,10,11.3,1.51,10.36,1.098,86.39999999999999,1.98
2024-01-02,11,20.200000000000003,1.75,6.909999999999999,0.398,51.36,0.935
2024-01-02,12,24.3,1.7799999999999998,11.78,0.474,54.120000000000005,0.6900000000000001
2024-01-02,13,10.0,1.9900000000000002,14.27,1.236,60.0,0.8799999999999999
2024-01-02,14,28.999999999999996,1.58,14.379999999999999,1.378,77.22,0.8550000000000001
2024-01-02,15,10.2,1.07,14.66,1.604,82.98,2.24
2024-01-02,16,18.099999999999998,1.6800000000000002,13.100000000000001,0.166,61.68,0.59
2024-01-02,17,17.599999999999998,1.54,15.87,0.072,81.48,0.8500000000000001
2024-01-02,18,12.3,1.83,5.629999999999999,1.542,72.84,0.94
2024-01-02,19,3.5000000000000004,0.72,0.0,0.01,5.04,0.36
2024-01-02,20,2.9000000000000004,0.68,0.0,0.01,4.5,0.395
2024-01-02,21,1.0,0.4,0.0,0.01,5.279999999999999,0.13
2024-01-02,22,1.0999999999999999,0.78,0.0,0.01,2.52,0.19
2024-01-02,23,1.4000000000000001,0.3,0.0,0.01,2.46,0.34500000000000003
2024-01-03,0,4.7,0.59,0.0,0.01,4.74,0.34
2024-01-03,1,1.7999999999999998,0.65,0.0,0.01,2.4,0.265
2024-01-03,2,4.2,0.42000000000000004,0.0,0.01,2.6999999999999997,0.42999999999999994
2024-01-03,3,1.6,0.43999999999999995,0.0,0.01,4.4399999999999995,0.265
2024-01-03,4,1.7000000000000002,0.3,0.0,0.01,2.6999999999999997,0.255
2024-01-03,5,3.3000000000000003,0.32,0.0,0.01,4.140000000000001,0.305
2024-01-03,6,3.6999999999999997,0.37,0.0,0.01,3.1799999999999997,0.20500000000000002
2024-01-03,7,1.4000000000000001,0.76,0.0,0.01,5.04,0.155
2024-01-03,8,2.6,0.79,0.0,0.01,2.76,0.19
2024-01-03,9,15.0,1.9300000000000002,10.58,1.48,65.76,2.25
2024-01-03,10,17.0,1.08,9.23,1.718,77.58,2.07
2024-01-03,11,16.900000000000002,1.7199999999999998,8.96,0.162,56.58,0.64
2024-01-03,12,12.9,1.58,17.99,0.488,84.11999999999999,0.9850000000000001
2024-01-03,13,26.3,1.8900000000000001,8.74,1.04,78.96000000000001,1.885
2024-01-03,14,16.8,1.9900000000000002,8.040000000000001,1.654,58.92,2.0100000000000002
2024-01-03,15,24.8,1.57,16.009999999999998,1.068,72.72,0.505
2024-01-03,16,20.9,1.88,9.26,0.274,79.56,0.685
2024-01-03,17,15.7,1.31,13.81,0.48,53.1,0.8450000000000001
2024-01-03,18,26.5,1.45,6.53,1.766,57.9,2.0
2024-01-03,19,4.5,0.47,0.0,0.01,5.04,0.41000000000000003
2024-01-03,20,1.5,0.72,0.0,0.01,5.159999999999999,0.34
2024-01-03,21,4.6,0.62,0.0,0.01,3.66,0.155
2024-01-03,22,1.5,0.36,0.0,0.01,2.88,0.21499999999999997
2024-01-03,23,3.4000000000000004,0.4,0.0,0.01,2.88,0.29000000000000004
2024-01-04,0,4.5,0.22999999999999998,0.0,0.01,4.38,0.18
2024-01-04,1,2.6,0.34,0.0,0.01,4.4399999999999995,0.45499999999999996
2024-01-04,2,1.9,0.6900000000000001,0.0,0.01,1.92,0.365
2024-01-04,3,1.0999999999999999,0.54,0.0,0.01,1.3199999999999998,0.315
2024-01-04,4,4.3999999999999995,0.36,0.0,0.01,3.2399999999999998,0.3
2024-01-04,5,3.5000000000000004,0.22999999999999998,0.0,0.01,2.04,0.18
2024-01-04,6,4.8,0.56,0.0,0.01,2.94,0.155
2024-01-04,7,1.7999999999999998,0.42999999999999994,0.0,0.01,1.74,0.33
2024-01-04,8,3.2,0.5,0.0,0.01,2.1,0.32
2024-01-04,9,25.3,1.58,9.91,1.614,60.6,2.42
2024-01-04,10,22.900000000000002,1.3900000000000001,6.73,1.688,63.3,1.895
2024-01-04,11,13.200000000000001,1.11,4.43,0.59,64.25999999999999,0.8
2024-01-04,12,14.000000000000002,1.59,9.25,0.248,84.9,1.09
2024-01-04,13,26.1,1.8399999999999999,11.25,1.852,84.11999999999999,1.4149999999999998
2024-01-04,14,12.0,1.7399999999999998,10.95,1.298,74.52,1.5
2024-01-04,15,18.4,1.1,12.1,1.916,67.32000000000001,2.3400000000000003
2024-01-04,16,22.3,1.75,18.93,0.266,72.72,1.6800000000000002
2024-01-04,17,28.7,1.1,8.01,0.294,79.32000000000001,1.6400000000000001
2024-01-04,18,26.0,1.4000000000000001,11.89,1.182,84.9,2.37
2024-01-04,19,1.5,0.37,0.0,0.01,5.279999999999999,0.235
2024-01-04,20,2.8000000000000003,0.44999999999999996,0.0,0.01,2.2199999999999998,0.11499999999999999
2024-01-04,21,3.4000000000000004,0.47,0.0,0.01,3.1799999999999997,0.45499999999999996
2024-01-04,22,2.4,0.44999999999999996,0.0,0.01,4.98,0.41500000000000004
2024-01-04,23,1.3,0.75,0.0,0.01,2.1599999999999997,0.18
2024-01-05,0,4.6,0.35000000000000003,0.0,0.01,1.5599999999999998,0.49
2024-01-05,1,3.5000000000000004,0.41000000000000003,0.0,0.01,2.46,0.10500000000000001
2024-01-05,2,2.1,0.6,0.0,0.01,4.56,0.475
2024-01-05,3,4.5,0.72,0.0,0.01,5.3999999999999995,0.15
2024-01-05,4,5.0,0.25,0.0,0.01,4.8,0.305
2024-01-05,5,1.2,0.21999999999999997,0.0,0.01,2.76,0.295
2024-01-05,6,3.0,0.5700000000000001,0.0,0.01,3.5999999999999996,0.14
2024-01-05,7,4.7,0.49,0.0,0.01,3.7199999999999998,0.42999999999999994
2024-01-05,8,2.5,0.66,0.0,0.01,4.140000000000001,0.305
2024-01-05,9,14.799999999999999,1.43,9.120000000000001,1.504,52.92,0.67
2024-01-05,10,16.900000000000002,1.25,5.45,1.838,48.18,1.535
2024-01-05,11,17.599999999999998,1.9100000000000001,6.14,0.428,75.24,0.6
2024-01-05,12,10.8,1.23,17.02,0.3,85.56,2.04
2024-01-05,13,23.799999999999997,1.33,13.65,1.978,75.05999999999999,1.12
2024-01-05,14,26.8,1.3900000000000001,18.67,1.83,67.38,1.935
2024-01-05,15,14.099999999999998,1.88,17.11,1.8,71.46000000000001,2.13
2024-01-05,16,20.599999999999998,1.7599999999999998,13.22,0.11,72.96,1.1700000000000002
2024-01-05,17,26.900000000000002,1.79,11.51,0.082,79.92,1.125
2024-01-05,18,28.4,1.22,8.94,1.438,77.69999999999999,0.545
2024-01-05,19,2.3,0.5700000000000001,0.0,0.01,3.84,0.38
2024-01-05,20,2.3,0.26,0.0,0.01,4.8,0.4
2024-01-05,21,2.6,0.59,0.0,0.01,1.74,0.185
2024-01-05,22,1.7000000000000002,0.56,0.0,0.01,5.64,0.21999999999999997
2024-01-05,23,3.6999999999999997,0.5700000000000001,0.0,0.01,5.58,0.365
2024-01-06,0,3.1,0.67,0.0,0.01,3.5999999999999996,0.13
2024-01-06,1,4.6,0.37,0.0,0.01,3.1799999999999997,0.125
2024-01-06,2,2.3,0.28,0.0,0.01,3.66,0.2
2024-01-06,3,4.1000000000000005,0.32,0.0,0.01,5.159999999999999,0.42500000000000004
2024-01-06,4,4.5,0.41000000000000003,0.0,0.01,4.86,0.48
2024-01-06,5,4.5,0.32,0.0,0.01,1.5,0.475
2024-01-06,6,1.0999999999999999,0.37,0.0,0.01,4.92,0.155
2024-01-06,7,4.6,0.56,0.0,0.01,5.46,0.3
2024-01-06,8,2.7,0.28,0.0,0.01,3.42,0.245
2024-01-06,9,13.0,1.54,10.68,1.08,54.54,1.7100000000000002
2024-01-06,10,11.3,1.77,11.63,1.904,59.519999999999996,1.7199999999999998
2024-01-06,11,21.5,1.24,5.45,0.574,65.7,1.105
2024-01-06,12,28.499999999999996,1.26,17.88,0.572,89.4,1.025
2024-01-06,13,19.2,1.08,8.309999999999999,1.632,85.14,1.19
2024-01-06,14,21.3,1.54,10.860000000000001,1.848,64.80000000000001,2.495
2024-01-06,15,19.5,1.9700000000000002,18.37,1.64,86.82000000000001,1.4149999999999998
2024-01-06,16,27.1,1.7199999999999998,9.709999999999999,0.094,78.84,1.0
2024-01-06,17,15.0,1.1700000000000002,9.57,0.496,48.36,2.33
2024-01-06,18,11.899999999999999,1.6,11.5,1.984,87.42,2.405
2024-01-06,19,4.7,0.32,0.0,0.01,2.5799999999999996,0.10500000000000001
2024-01-06,20,5.0,0.67,0.0,0.01,2.6999999999999997,0.28
2024-01-06,21,4.3,0.5700000000000001,0.0,0.01,5.58,0.365
2024-01-06,22,4.6,0.64,0.0,0.01,3.0599999999999996,0.47
2024-01-06,23,2.0,0.63,0.0,0.01,5.04,0.17500000000000002
2024-01-07,0,1.7000000000000002,0.51,0.0,0.01,2.94,0.1
2024-01-07,1,2.7,0.28,0.0,0.01,5.34,0.44999999999999996
2024-01-07,2,1.2,0.78,0.0,0.01,1.68,0.365
2024-01-07,3,3.0,0.61,0.0,0.01,5.52,0.11499999999999999
2024-01-07,4,3.8,0.21000000000000002,0.0,0.01,4.74,0.3
2024-01-07,5,4.2,0.6,0.0,0.01,5.34,0.405
2024-01-07,6,4.2,0.3,0.0,0.01,5.46,0.275
2024-01-07,7,4.7,0.32,0.0,0.01,1.38,0.28500000000000003
2024-01-07,8,2.7,0.8,0.0,0.01,4.86,0.42500000000000004
2024-01-07,9,13.8,1.56,6.04,1.6,66.17999999999999,1.275
2024-01-07,10,20.4,1.11,4.46,1.472,70.14,2.19
2024-01-07,11,23.799999999999997,1.08,5.140000000000001,0.126,69.11999999999999,2.15
2024-01-07,12,17.299999999999997,1.21,17.09,0.326,81.84,2.155
2024-01-07,13,26.0,1.9,17.37,1.082,50.64,2.0949999999999998
2024-01-07,14,27.700000000000003,1.6400000000000001,11.45,1.098,73.8,1.33
2024-01-07,15,23.9,1.98,16.85,1.318,56.040000000000006,0.95
2024-01-07,16,10.6,1.33,14.21,0.456,65.64,1.6800000000000002
2024-01-07,17,23.3,1.1700000000000002,11.06,0.442,58.68,1.46
2024-01-07,18,25.3,1.28,8.9,1.648,50.519999999999996,1.6
2024-01-07,19,5.0,0.72,0.0,0.01,4.56,0.47
2024-01-07,20,3.1,0.47,0.0,0.01,1.3199999999999998,0.41500000000000004
2024-01-07,21,4.8,0.5,0.0,0.01,4.8,0.28500000000000003
2024-01-07,22,2.3,0.35000000000000003,0.0,0.01,1.92,0.42000000000000004
2024-01-07,23,4.9,0.68,0.0,0.01,1.5599999999999998,0.20500000000000002
2024-01-08,0,4.9,0.77,0.0,0.01,5.22,0.27
2024-01-08,1,1.0999999999999999,0.67,0.0,0.01,1.2,0.3
2024-01-08,2,1.4000000000000001,0.54,0.0,0.01,4.08,0.42500000000000004
2024-01-08,3,2.7,0.59,0.0,0.01,3.1199999999999997,0.28500000000000003
2024-01-08,4,4.0,0.32,0.0,0.01,3.5999999999999996,0.275
2024-01-08,5,5.0,0.7000000000000001,0.0,0.01,4.26,0.33
2024-01-08,6,4.5,0.51,0.0,0.01,2.28,0.45999999999999996
2024-01-08,7,2.1,0.7000000000000001,0.0,0.01,2.5799999999999996,0.405
2024-01-08,8,4.8,0.27,0.0,0.01,1.8599999999999999,0.325
2024-01-08,9,21.0,1.45,11.259999999999998,1.764,64.5,1.6700000000000002
2024-01-08,10,17.299999999999997,1.06,6.16,1.438,48.6,2.3000000000000003
2024-01-08,11,29.7,1.48,9.97,0.17,58.56,0.68
2024-01-08,12,23.1,1.88,14.91,0.544,68.39999999999999,1.555
2024-01-08,13,17.4,1.9700000000000002,16.080000000000002,1.916,57.059999999999995,1.31
2024-01-08,14,15.2,1.61,15.280000000000001,1.214,48.839999999999996,0.735
2024-01-08,15,21.0,1.1700000000000002,13.360000000000001,1.298,69.0,1.515
2024-01-08,16,28.499999999999996,1.36,8.149999999999999,0.116,75.84,1.585
2024-01-08,17,18.8,1.96,19.01,0.158,62.22,1.915
2024-01-08,18,22.400000000000002,1.61,7.25,1.686,80.7,1.8900000000000001
2024-01-08,19,2.7,0.38,0.0,0.01,3.7199999999999998,0.26
2024-01-08,20,2.9000000000000004,0.56,0.0,0.01,2.94,0.44999999999999996
2024-01-08,21,4.0,0.75,0.0,0.01,5.3999999999999995,0.395
2024-01-08,22,3.6999999999999997,0.68,0.0,0.01,1.26,0.43999999999999995
2024-01-08,23,2.6,0.74,0.0,0.01,5.04,0.45999999999999996
2024-01-09,0,2.3,0.6,0.0,0.01,2.76,0.43999999999999995
2024-01-09,1,1.2,0.21999999999999997,0.0,0.01,5.46,0.195
2024-01-09,2,2.7,0.32,0.0,0.01,1.92,0.24
2024-01-09,3,4.2,0.79,0.0,0.01,5.34,0.18
2024-01-09,4,4.3,0.42000000000000004,0.0,0.01,2.2199999999999998,0.165
2024-01-09,5,4.5,0.35000000000000003,0.0,0.01,4.62,0.4
2024-01-09,6,3.8,0.62,0.0,0.01,4.86,0.335
2024-01-09,7,4.5,0.48,0.0,0.01,4.74,0.355
2024-01-09,8,3.9,0.75,0.0,0.01,5.159999999999999,0.185
2024-01-09,9,20.599999999999998,1.53,6.640000000000001,1.04,81.42,1.51
2024-01-09,10,24.4,1.3,8.64,1.348,61.08,2.0300000000000002
2024-01-09,11,20.0,1.3800000000000001,10.48,0.298,64.25999999999999,2.385
2024-01-09,12,14.899999999999999,1.22,9.07,0.462,67.91999999999999,2.4
2024-01-09,13,27.3,1.47,19.01,1.894,72.48,0.5700000000000001
2024-01-09,14,18.4,1.9300000000000002,16.93,1.526,49.14,0.98
2024-01-09,15,27.800000000000004,1.11,12.54,1.698,88.56,1.21
2024-01-09,16,26.6,1.19,16.35,0.37,84.18,0.81
2024-01-09,17,20.3,1.12,8.52,0.188,57.12,0.73
2024-01-09,18,29.5,1.8900000000000001,9.59,1.29,53.4,1.245
2024-01-09,19,3.9,0.62,0.0,0.01,5.279999999999999,0.36
2024-01-09,20,1.7000000000000002,0.7000000000000001,0.0,0.01,5.1000000000000005,0.195
2024-01-09,21,3.0,0.22999999999999998,0.0,0.01,1.92,0.28
2024-01-09,22,3.5999999999999996,0.25,0.0,0.01,3.1199999999999997,0.335
2024-01-09,23,1.7999999999999998,0.7000000000000001,0.0,0.01,2.5799999999999996,0.325
2024-01-10,0,3.5000000000000004,0.71,0.0,0.01,4.74,0.36
2024-01-10,1,3.9,0.71,0.0,0.01,5.46,0.21499999999999997
2024-01-10,2,4.6,0.32,0.0,0.01,5.159999999999999,0.24
2024-01-10,3,1.7000000000000002,0.5700000000000001,0.0,0.01,4.86,0.49
2024-01-10,4,3.3000000000000003,0.41000000000000003,0.0,0.01,4.86,0.125
2024-01-10,5,4.2,0.42999999999999994,0.0,0.01,3.66,0.11499999999999999
2024-01-10,6,4.9,0.49,0.0,0.01,2.76,0.245
2024-01-10,7,4.3,0.72,0.0,0.01,2.94,0.5
2024-01-10,8,4.3,0.65,0.0,0.01,2.52,0.36
2024-01-10,9,10.299999999999999,1.88,4.91,1.134,48.300000000000004,2.41
2024-01-10,10,11.0,1.73,5.05,1.506,66.06,1.09
